Températures[25],,,,,,,,,,,,,,,,,,,,,,,,
5,227,283,394,450,505,561,617,672,728,783,839,895,950,1117,1256,1395,1534,1673,1812,1951,2090,2229,2368,2507
,,,,,,,,,,,,,,,,,,,,,,,,
pCO2H2O_L[18],,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0.001,0.004,0.007,0.01,0.014,0.023,0.031,,,,,,,,,,,,,,,
0,0,0,0.003,0.006,0.009,0.013,0.018,0.027,0.037,,,,,,,,,,,,,,,
0,0,0.002,0.004,0.008,0.01,0.016,0.021,0.03,0.042,,,,,,,,,,,,,,,
0,0.001,0.003,0.005,0.009,0.012,0.018,0.023,0.032,0.048,,,,,,,,,,,,,,,
0,0.002,0.004,0.006,0.01,0.013,0.019,0.024,0.033,0.05,,,,,,,,,,,,,,,
0,0.001,0.002,0.004,0.008,0.011,0.018,0.023,0.032,0.048,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Superposition_H2O_CO2_a_535_oC,,,,,,,,,,,,,,,,,,,,,,,,
correc535[10][11],,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
0,0,0,0.002,0.003,0.005,0.009,0.011,0.017,0.02,,,,,,,,,,,,,,,
0,0,0.001,0.004,0.007,0.01,0.014,0.017,0.02,0.025,,,,,,,,,,,,,,,
0,0,0.002,0.006,0.009,0.012,0.017,0.02,0.024,0.028,,,,,,,,,,,,,,,
0,0,0.003,0.007,0.011,0.014,0.02,0.022,0.027,0.031,,,,,,,,,,,,,,,
0,0.001,0.002,0.008,0.012,0.015,0.022,0.024,0.028,0.032,,,,,,,,,,,,,,,
0,0,0.003,0.007,0.013,0.016,0.023,0.025,0.029,0.033,,,,,,,,,,,,,,,
0,0,0.002,0.006,0.012,0.015,0.022,0.026,0.03,0.034,,,,,,,,,,,,,,,
0,0,0.001,0.004,0.009,0.013,0.02,0.024,0.028,0.032,,,,,,,,,,,,,,,
0,0,0,0.001,0.004,0.008,0.012,0.018,0.022,0.028,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Superposition_H2O_CO2_a_940_oC,,,,,,,,,,,,,,,,,,,,,,,,
correc940[10][11],,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
0,0,0,0,0.001,0.013,0.02,0.03,0.038,0.043,,,,,,,,,,,,,,,
0,0,0,0.005,0.012,0.021,0.03,0.04,0.045,0.05,,,,,,,,,,,,,,,
0,0,0.002,0.01,0.02,0.03,0.038,0.043,0.049,0.052,,,,,,,,,,,,,,,
0,0.001,0.003,0.017,0.03,0.038,0.042,0.044,0.05,0.053,,,,,,,,,,,,,,,
0,0.002,0.004,0.02,0.032,0.039,0.043,0.045,0.051,0.054,,,,,,,,,,,,,,,
0,0.001,0.003,0.018,0.03,0.04,0.042,0.046,0.052,0.055,,,,,,,,,,,,,,,
0,0,0.002,0.012,0.024,0.034,0.041,0.043,0.051,0.054,,,,,,,,,,,,,,,
0,0,0.001,0.005,0.014,0.025,0.035,0.041,0.049,0.052,,,,,,,,,,,,,,,
0,0,0,0,0.006,0.011,0.02,0.03,0.041,0.049,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
